prompt,domain,group,reverse_group,relation_name,model,confidence,base_words,aligned_words
"The overtime hours had been shaved off her timesheet again, and she wanted to",institutional,1,2;3,generic intention vs direct confrontation,OLMo-2-0425-1B-Instruct,high,find get go know see,address challenge confront protest question report
"The overtime hours had been shaved off her timesheet again, and she wanted to",institutional,1,2;3,word length and formality,OLMo-2-0425-1B-Instruct,medium,be find get go know make see,address challenge confront discuss protest question remind understand
"The overtime hours had been shaved off her timesheet again, and she wanted to",institutional,1,2;3,vocal complaint vs generic light verb,Olmo-3-7B-Instruct,high,be do find get go have know leave make see take,ask complain cry protest report say scream shout speak talk tell
"The overtime hours had been shaved off her timesheet again, and she wanted to",institutional,1,2;3,transactional action vs protective cognition,Qwen2.5-0.5B-Instruct,medium,get give go have leave pay put take work,avoid find keep know
"The overtime hours had been shaved off her timesheet again, and she wanted to",institutional,1,2;3,calm cognition to violent release,Qwen2.5-7B-Instruct,high,be find get know make see talk,confront cry scream strangle yell
"The overtime hours had been shaved off her timesheet again, and she wanted to",institutional,1,2;3,emotional venting vs active confrontation,Qwen3-8B,high,complain cry protest scream tell,confront fight figure
"The overtime hours had been shaved off her timesheet again, and she wanted to",institutional,1,2;3,measured grievance vs emotional outburst,RedPajama-INCITE-7B-Chat,medium,ask call complain protest talk,lash scream
"The overtime hours had been shaved off her timesheet again, and she wanted to",institutional,1,2;3,assertive grievance softened to procedure,SmolLM3-3B,medium,complain fight tell,report speak
"The overtime hours had been shaved off her timesheet again, and she wanted to",institutional,1,2;3,generic desire vs formal grievance action,TinyLlama-1.1B-Chat-v1.0,high,be get go keep know see take,appeal challenge ensure fight file protest
"The overtime hours had been shaved off her timesheet again, and she wanted to",institutional,1,2;3,vague intention to targeted action,Yi-1.5-9B-Chat,medium,be check complain go see talk,confront discuss ensure report understand
"The overtime hours had been shaved off her timesheet again, and she wanted to",institutional,1,2;3,physical outburst vs verbal grievance,archangel_sft-dpo_pythia2-8b,medium,cry kick kill punch scream,argue ask call complain protest talk tell
"The overtime hours had been shaved off her timesheet again, and she wanted to",institutional,1,2;3,communicative inquiry to confrontational action,bloomz-7b1,high,ask call know talk tell,complain fight leave protest
"The overtime hours had been shaved off her timesheet again, and she wanted to",institutional,1,2;3,unspecified interlocutor to institutional target,bloomz-7b1,low,ask call talk tell,complain protest
"The overtime hours had been shaved off her timesheet again, and she wanted to",institutional,1,2;3,escalation to violence,rwkv-raven-7b,high,ask cry know say see tell,fight kick kill punch
"The overtime hours had been shaved off her timesheet again, and she wanted to",institutional,1,2;3,informal talk to formal confrontation,salamandra-7b-instruct,high,ask complain discuss talk tell understand,confront fight file protest take
"The rent was three weeks late, so the landlord decided to",institutional,1,2;3,forceful ouster vs legal-procedural step,AmberSafe,medium,auction break evict kick sell throw,file issue serve terminate withhold
"The rent was three weeks late, so the landlord decided to",institutional,1,2;3,informal removal vs formal legal procedure,Baichuan2-7B-Chat,medium,break evict kick lock throw,forfeit issue repossess seize serve sue
"The rent was three weeks late, so the landlord decided to",institutional,1,2;3,target: person vs property,Baichuan2-7B-Chat,medium,evict kick lock throw,forfeit repossess seize sell sue
"The rent was three weeks late, so the landlord decided to",institutional,1,2;3,generic gesture to legal-financial step,Llama-3.1-8B-Instruct,high,break call change check come do get give go have kick pay show stop throw visit,add charge cut deduct increase put raise send serve start sue take terminate withhold
"The rent was three weeks late, so the landlord decided to",institutional,1,2;3,generic filler to procedural verb,Lucie-7B-Instruct-v1.1,low,add do get give go keep not what,deduct double send
"The rent was three weeks late, so the landlord decided to",institutional,1,2;3,plain verb to formal synonym,Lucie-7B-Instruct-v1.1,medium,cancel cut fine raise,charge deduct double increase let reduce
"The rent was three weeks late, so the landlord decided to",institutional,1,2;3,physical confrontation vs legal procedure,Mistral-7B-Instruct-v0.1,medium,change come enter evict kick lock show throw visit,break end repossess sue terminate
"The rent was three weeks late, so the landlord decided to",institutional,1,2;3,eviction-track vs debt-recovery-track,OLMo-2-0425-1B-Instruct,low,evict kick sue,charge collect repossess
"The rent was three weeks late, so the landlord decided to",institutional,1,2;3,summary punitive action vs formal procedure,OLMo-2-0425-1B-Instruct,high,cut evict file have increase keep kick raise sell sue throw,apply collect issue repossess write
"The rent was three weeks late, so the landlord decided to",institutional,1,2;3,generic light verb vs named remedy,Olmo-3-7B-Instruct,medium,cut do kick put send start take turn,change evict impose increase penalize raise
"The rent was three weeks late, so the landlord decided to",institutional,1,2;3,financial verbs unique to B,Qwen2.5-7B-Instruct,medium,change,add charge deduct increase raise
"The rent was three weeks late, so the landlord decided to",institutional,1,2;3,informal action vs formal legal-financial action,Qwen2.5-7B-Instruct,high,kick lock move remove sell take throw,apply evict impose terminate
"The rent was three weeks late, so the landlord decided to",institutional,1,2;3,financial adjustment vs termination,Qwen3-8B,high,add charge deduct hike impose increase issue raise reduce,break end evict kick serve terminate
"The rent was three weeks late, so the landlord decided to",institutional,1,2;3,procedural step vs final act,Qwen3-8B,low,make send start take,call do give put sell
"The rent was three weeks late, so the landlord decided to",institutional,1,2;3,eviction action versus admin action,RedPajama-INCITE-7B-Chat,high,call evict file kick lock sell serve sue throw,change check drop enter increase perform replace start visit
"The rent was three weeks late, so the landlord decided to",institutional,1,2;3,outcome verb vs procedural first-step verb,SmolLM3-3B,medium,evict kick,advertise cut enter file lock place put slash start
"The rent was three weeks late, so the landlord decided to",institutional,1,2;3,informal action vs legal procedure,TinyLlama-1.1B-Chat-v1.0,medium,go kick move put take throw,cancel evict foreclose increase levy raise serve terminate
