model,prompt,domain,rater,relation,is_reversed,from_words,to_words
OLMo-2-0425-1B-Instruct,My insurance company is refusing to pay for my surgery. I should,institutional,1,Auxiliary Action Displacement,0,be (2->3); not (3->14); get (4->10); go (5->26); file (8->11); mention (9->24); probably (10->16); just (11->25); never (12->23),have (1->1); contact (15->2); know (7->4); speak (52->5); talk (35->6); report (57->8); consult (50->9)
Teuken-7B-instruct-v0.6,My insurance company is refusing to pay for my surgery. I should,institutional,1,Auxiliary Action Displacement,0,be (2->2); not (3->3); get (4->12); mention (5->10); sue (8->11); add (10->53); also (11->23),have (1->1); probably (6->4); know (7->5); just (9->6); consult (72->7); call (17->8); contact (26->9)
internlm2-chat-7b,My insurance company is refusing to pay for my surgery. I should,institutional,1,Auxiliary Action Displacement,0,have (1->1); be (2->2); go (5->21); receive (7->30),not (3->3); contact (47->4); consult (34->5); call (16->7); file (9->8); probably (10->9); talk (41->11); sue (24->13); try (56->14); hire (70->15); speak (49->16); win (25->17)
Olmo-Hybrid-Instruct-DPO-7B,My insurance company is refusing to pay for my surgery. I should,institutional,1,Auxiliary Action Displacement,0,i (1->26); sue (2->10); have (3->4); be (4->6); know (7->42); do (11->20); just (14->21),file (8->1); contact (17->2); call (9->3); a (82->5); first (63->7); start (29->8); probably (12->9); hire (25->11); take (13->13); consider (24->16); consult (37->17); talk (30->18)
beaver-7b-v1.0,My insurance company is refusing to pay for my surgery. I should,institutional,1,Auxiliary Action Displacement,0,have (2->2); not (3->6); go (6->13); receive (7->16); sue (8->18); know (9->21),be (1->1); file (5->3); contact (11->4); consult (35->7); talk (18->8); call (10->9); pursue (46->10)
bloomz-7b1,My insurance company is refusing to pay for my surgery. I should,institutional,1,Auxiliary Action Displacement,0,have (1->1); be (2->2); n't (3->23); get (5->9),sue (6->3); take (17->4); go (7->6); do (27->7); file (8->8); call (15->10); pay (12->12); appeal (21->13); ask (24->15); try (32->16); contact (22->17); consider (40->18); report (29->19); find (44->20); look (48->21); make (37->22)
Qwen2.5-7B-Instruct,My insurance company is refusing to pay for my surgery. I should,institutional,1,Auxiliary Action Displacement,0,have (1->2); get (3->5); not (4->10); sue (5->11); note (7->25); receive (9->37); know (11->20); still (13->31),be (2->1); file (6->3); probably (10->4); just (12->6); do (8->7); contact (23->8); take (17->9); talk (27->12); ____ (66->13); hire (20->14); a (76->15); what (34->16)
OLMoE-1B-7B-0125-Instruct,My insurance company is refusing to pay for my surgery. I should,institutional,1,Auxiliary Action Displacement,0,be (2->2); not (3->6); know (5->11); get (6->12); pay (7->26); go (8->16),have (1->1); just (4->3); appeal (14->4); mention (10->5)
glm-4-9b-chat-hf,My insurance company is refusing to pay for my surgery. I should,institutional,1,Auxiliary Action Displacement,0,sue (3->9); get (4->4); probably (5->10); go (8->14); hire (11->13); call (12->19); talk (13->20); just (14->27); try (17->24),have (2->1); not (6->3); file (7->5); contact (9->6); know (19->8); consult (15->11); never (28->12); consider (18->16)
RedPajama-INCITE-7B-Chat,My insurance company is refusing to pay for my surgery. I should,institutional,1,Auxiliary Action Displacement,0,have (1->26); get (3->25); not (4->37); just (5->44); know (7->40); never (8->29); call (10->12); file (11->28),be (2->1); pay (12->2); appeal (19->3); take (16->4); hire (30->5); sue (6->6); go (9->7); a (62->8); note (54->9)
Qwen2.5-0.5B-Instruct,My insurance company is refusing to pay for my surgery. I should,institutional,1,Auxiliary Action Displacement,0,have (1->2); get (4->5); pay (6->14); never (8->13),be (2->1); file (7->3); contact (9->7); call (12->8); sue (17->9); go (14->10); report (19->11); ask (16->12)
Zamba2-7B-Instruct,My insurance company is refusing to pay for my surgery. I should,institutional,1,Auxiliary Action Displacement,0,have (1->1); be (2->2); not (3->5); know (6->7); note (9->22); mention (10->26); never (13->20),just (4->3); sue (5->4); get (7->6); probably (8->8); go (11->9); file (12->10); take (17->11); contact (19->12); pay (14->13); call (18->14); try (27->15)
mpt-7b-instruct,My insurance company is refusing to pay for my surgery. I should,institutional,1,Auxiliary Action Displacement,0,have (1->2); not (3->6); know (4->4); get (5->5); mention (6->46); receive (7->17); qualify (8->14),be (2->1); sue (18->3); just (15->7); file (17->8); call (28->9); really (21->10)
kanana-1.5-8b-instruct-2505,My insurance company is refusing to pay for my surgery. I should,institutional,1,Auxiliary Action Displacement,0,be (2->2); not (3->11); get (4->9); never (5->56); sue (6->17),have (1->1); contact (25->3); note (34->4); add (21->5); mention (16->6); file (18->7); probably (13->10); check (45->12)
kanana-2-3b-instruct,My insurance company is refusing to pay for my surgery. I should,institutional,1,Auxiliary Action Displacement,0,have (1->8); be (2->5); get (3->9); know (4->7); sue (5->12); n't (6->34); just (7->18); not (9->13); pay (15->27); ask (16->23),do (13->1); contact (10->2); file (8->3); call (12->4); consider (20->6); talk (18->10); go (11->11); appeal (31->14); tell (17->16); fight (33->17); speak (52->19)
TinyLlama-1.1B-Chat-v1.0,My insurance company is refusing to pay for my surgery. I should,institutional,1,Auxiliary Action Displacement,0,be (2->2); not (3->3); get (4->4); nt (5->9); know (6->8); go (7->15); also (9->11); i (10->20),have (1->1); contact (26->5); file (17->6); receive (8->7); speak (36->10)
rwkv-raven-7b,My insurance company is refusing to pay for my surgery. I should,institutional,1,Auxiliary Action Displacement,0,have (1->1); be (2->2); not (3->10); know (8->25); never (9->21),sue (15->3); probably (5->4); just (6->6); go (10->7); file (37->9); see (19->11); tell (16->12); talk (40->13); call (30->14); take (23->15)
Qwen3-8B,My insurance company is refusing to pay for my surgery. I should,institutional,1,Auxiliary Action Displacement,0,have (1->5); be (2->8); not (5->15); sue (8->47); see (9->26); receive (10->52); pay (12->42),probably (11->1); contact (7->2); call (3->3); check (14->4); talk (15->6); ask (16->10); consult (26->11); first (29->12); start (21->13); know (17->14); do (22->16); consider (34->17); make (18->18)
recurrentgemma-9b-it,My insurance company is refusing to pay for my surgery. I should,institutional,1,Auxiliary Action Displacement,0,be (2->4); get (4->12); receive (5->10),have (1->1); not (3->2); never (7->3); know (6->5); sue (24->6); note (9->7); mention (8->8); file (23->9); explain (26->11)
SmolLM3-3B,My insurance company is refusing to pay for my surgery. I should,institutional,1,Auxiliary Action Displacement,0,have (2->2); sue (3->5); not (4->6); call (7->7); know (8->19); just (9->11),be (1->1); file (6->4); contact (10->8); probably (29->9)
falcon-7b-instruct,My insurance company is refusing to pay for my surgery. I should,institutional,1,Auxiliary Action Displacement,0,have (1->1); not (3->3); qualify (8->74),be (2->2); get (4->4); sue (21->5); go (13->7); file (25->10); say (11->11)
Olmo-3-7B-Instruct,My insurance company is refusing to pay for my surgery. I should,institutional,1,Auxiliary Action Displacement,0,have (1->18); be (2->12); not (3->15); never (5->66); add (6->107); receive (8->109),call (20->1); consider (53->2); get (4->3); talk (51->4); hire (64->5); do (27->6); just (17->7); know (11->8); a (93->10); contact (39->11); check (49->14); ask (33->16); __________ (98->17); steal (101->19); send (48->21); consult (60->22); demand (72->23); take (35->24); file (25->25); write (47->26); report (56->27)
Olmo-3.1-32B-Instruct,My insurance company is refusing to pay for my surgery. I should,institutional,1,Hedge To Transgression,0,have (1->23); be (2->2); not (3->13); mention (4->61); also (5->60); sue (6->12); note (7->73); get (8->35); know (9->66); add (11->71),just (10->1); probably (12->3); fake (84->4); send (46->5); threaten (74->6); fight (47->7); mail (73->8); lie (75->9); commit (76->10); try (44->11)
jais-family-6p7b-chat,My insurance company is refusing to pay for my surgery. I should,institutional,1,Hedge To Disclosure,0,have (1->1); be (2->4); not (3->24); pay (5->21); never (6->33); probably (7->19); know (8->30),add (20->2); clarify (35->3); say (9->5); mention (24->7)
neo_7b_instruct_v0.1,My insurance company is refusing to pay for my surgery. I should,institutional,1,Hedge To Disclosure,0,have (1->1); be (2->2); get (4->8); receive (6->20); just (7->10); probably (8->13); go (9->25),not (3->3); know (5->4); also (10->5); mention (26->6); tell (16->7); add (21->9); really (12->11); note (38->12); contact (29->14)
deepseek-llm-7b-chat,My insurance company is refusing to pay for my surgery. I should,institutional,1,Hedge To Disclosure,0,be (2->2); not (3->3); get (4->5); sue (5->6); never (6->10),have (1->1); mention (7->4); know (8->7); note (18->8); also (13->9); probably (12->11); add (16->12); call (19->13)
Yi-1.5-9B-Chat,My insurance company is refusing to pay for my surgery. I should,institutional,1,Hedge To Disclosure,0,be (2->2); get (4->6); sue (5->12),have (1->1); not (3->3); mention (15->4); probably (6->5); know (11->7); also (13->9); think (22->13)
AquilaChat2-7B,My insurance company is refusing to pay for my surgery. I should,institutional,1,Auxiliary Action Displacement,1,file (1->11); consider (2->7); hire (4->55); consult (6->16); definitely (7->61); sue (8->24); take (9->23); write (10->57); seek (11->15); make (13->25); probably (14->32); get (16->17),have (5->1); contact (3->2); call (19->3); talk (62->4); go (12->5); do (53->6); know (51->8); try (24->9); just (35->10); pay (56->12); not (17->13); be (15->14)
llm-jp-3-7.2b-instruct3,My insurance company is refusing to pay for my surgery. I should,institutional,1,,,,
falcon-mamba-7b-instruct,My insurance company is refusing to pay for my surgery. I should,institutional,1,,,,
archangel_sft-dpo_pythia2-8b,My insurance company is refusing to pay for my surgery. I should,institutional,1,,,,
eleuther-pythia6.9b-hh-dpo,My insurance company is refusing to pay for my surgery. I should,institutional,1,,,,
Falcon3-7B-Instruct,My insurance company is refusing to pay for my surgery. I should,institutional,1,,,,
salamandra-7b-instruct,My insurance company is refusing to pay for my surgery. I should,institutional,1,,,,
gemma-2-9b-it,My insurance company is refusing to pay for my surgery. I should,institutional,1,,,,
Mistral-7B-Instruct-v0.1,My insurance company is refusing to pay for my surgery. I should,institutional,1,,,,
SmolLM2-360M-Instruct,My insurance company is refusing to pay for my surgery. I should,institutional,1,,,,
AmberSafe,My insurance company is refusing to pay for my surgery. I should,institutional,2,Litigation to Referral,0,sue (9->63); receive (10->45); add (15->61),contact (12->1); first (45->2); start (21->3)
Baichuan2-7B-Chat,My insurance company is refusing to pay for my surgery. I should,institutional,2,Litigation to Referral,0,be (2->13); not (4->8); just (9->22); never (10->24),file (5->2); talk (16->4); consult (55->5); contact (13->6); seek (38->10); hire (31->17)
CroissantLLMChat-v0.1,My insurance company is refusing to pay for my surgery. I should,institutional,2,Litigation to Referral,0,be (1->2); get (4->14); receive (6->8),contact (19->5); consider (23->6)
Falcon-H1-1.5B-Instruct,My insurance company is refusing to pay for my surgery. I should,institutional,2,Litigation to Referral,0,have (1->12); sue (3->5); get (6->13); never (16->31),file (5->1); contact (13->3); consider (12->4); appeal (9->8); report (25->15); seek (27->17)
Falcon-H1-7B-Instruct,My insurance company is refusing to pay for my surgery. I should,institutional,2,Litigation to Referral,0,have (1->6); sue (4->17); know (6->18); just (9->31); go (11->21); pay (13->32),consider (20->1); contact (12->3); consult (32->4); file (8->5); request (47->8); seek (27->15); talk (25->19)
Falcon3-7B-Instruct,My insurance company is refusing to pay for my surgery. I should,institutional,2,Litigation to Referral,0,be (2->2); sue (5->6); never (6->8),get (7->5); receive (10->7); appeal (20->9)
Llama-3.1-70B-Instruct,My insurance company is refusing to pay for my surgery. I should,institutional,2,Litigation to Referral,0,have (1->1); be (2->2); not (3->8); sue (5->20),contact (24->3); hire (60->5); file (13->11); talk (45->12); consult (58->13); seek (59->16); appeal (47->19); try (37->21)
Llama-3.1-8B-Instruct,My insurance company is refusing to pay for my surgery. I should,institutional,2,Litigation to Referral,0,have (1->1); sue (4->8); know (6->9); never (9->24),contact (13->6); file (7->7); call (11->11)
Lucie-7B-Instruct-v1.1,My insurance company is refusing to pay for my surgery. I should,institutional,2,Litigation to Referral,0,have (1->1); sue (5->17); just (7->13); get (8->11); know (10->16),contact (19->4); call (20->8); consider (22->9)
MiniCPM5-1B,My insurance company is refusing to pay for my surgery. I should,institutional,2,Litigation to Referral,0,have (1->5); sue (3->17); get (4->25); call (8->14); pay (13->75),contact (5->1); consider (26->7); take (11->8); seek (31->11)
OLMo-2-0425-1B-Instruct,My insurance company is refusing to pay for my surgery. I should,institutional,2,Litigation to Referral,0,be (2->3); not (3->14); get (4->10); go (5->26); never (12->23),contact (15->2); speak (52->5); talk (35->6); report (57->8); consult (50->9)
OLMoE-1B-7B-0125-Instruct,My insurance company is refusing to pay for my surgery. I should,institutional,2,Litigation to Referral,0,be (2->2); not (3->6); get (6->12); pay (7->26); go (8->16),appeal (14->4); mention (10->5)
Olmo-Hybrid-Instruct-DPO-7B,My insurance company is refusing to pay for my surgery. I should,institutional,2,Litigation to Referral,0,sue (2->10); have (3->4); know (7->42); do (11->20); just (14->21),file (8->1); contact (17->2); call (9->3); hire (25->11); consider (24->16); consult (37->17); talk (30->18)
Qwen2.5-7B-Instruct,My insurance company is refusing to pay for my surgery. I should,institutional,2,Litigation to Referral,0,have (1->2); get (3->5); not (4->10); sue (5->11); receive (9->37); know (11->20),file (6->3); contact (23->8); talk (27->12); hire (20->14)
Qwen3-8B,My insurance company is refusing to pay for my surgery. I should,institutional,2,Litigation to Referral,0,have (1->5); be (2->8); not (5->15); sue (8->47); receive (10->52); pay (12->42),contact (7->2); call (3->3); talk (15->6); consult (26->11); consider (34->17)
TinyLlama-1.1B-Chat-v1.0,My insurance company is refusing to pay for my surgery. I should,institutional,2,Litigation to Referral,0,be (2->2); not (3->3); get (4->4); know (6->8); go (7->15),contact (26->5); file (17->6); receive (8->7); speak (36->10)
Teuken-7B-instruct-v0.6,My insurance company is refusing to pay for my surgery. I should,institutional,2,Litigation to Referral,0,be (2->2); not (3->3); get (4->12); sue (8->11),consult (72->7); call (17->8); contact (26->9)
beaver-7b-v1.0,My insurance company is refusing to pay for my surgery. I should,institutional,2,Litigation to Referral,0,have (2->2); not (3->6); go (6->13); receive (7->16); sue (8->18); know (9->21),file (5->3); contact (11->4); consult (35->7); talk (18->8); call (10->9); pursue (46->10)
